Optical spectroscopy readings:
Time: 14:56:08
Date: 5-8-2024
Slit width: 40 microns
Dwell time: 300 milliseconds
Start wavelength: 6325 Angstroms
End wavelength: 6380 Angstroms
Increment: 0.3 Angstroms


0300063250638000003
Begin scan:


06325.0,000000
06325.3,000000
06325.6,000000
06325.9,000000
06326.2,000000
06326.5,000001
06326.8,000000
06327.1,000000
06327.4,000000
06327.7,000000
06328.0,000000
06328.3,000001
06328.6,000002
06328.9,000000
06329.2,000001
06329.5,000001
06329.8,000000
06330.1,000000
06330.4,000001
06330.7,000000
06331.0,000000
06331.3,000001
06331.6,000000
06331.9,000000
06332.2,000000
06332.5,000001
06332.8,000001
06333.1,000000
06333.4,000000
06333.7,000000
06334.0,000000
06334.3,000001
06334.6,000001
06334.9,000001
06335.2,000001
06335.5,000001
06335.8,000000
06336.1,000001
06336.4,000000
06336.7,000001
06337.0,000001
06337.3,000000
06337.6,000002
06337.9,000003
06338.2,000001
06338.5,000000
06338.8,000000
06339.1,000000
06339.4,000000
06339.7,000000
06340.0,000000
06340.3,000000
06340.6,000001
06340.9,000000
06341.2,000002
06341.5,000003
06341.8,000000
06342.1,000001
06342.4,000000
06342.7,000000
06343.0,000000
06343.3,000000
06343.6,000001
06343.9,000001
06344.2,000003
06344.5,000005
06344.8,000007
06345.1,000020
06345.4,000015
06345.7,000010
06346.0,000015
06346.3,000011
06346.6,000017
06346.9,000091
06347.2,000247
06347.5,000610
06347.8,001155
06348.1,001281
06348.4,002227
06348.7,013196
06349.0,026323
06349.3,033572
06349.6,038769
06349.9,043939
06350.2,053637
06350.5,054334
06350.8,053972
06351.1,035900
06351.4,042279
06351.7,019535
06352.0,003039
06352.3,003155
06352.6,004888
06352.9,002452
06353.2,000227
06353.5,000056
06353.8,000018
06354.1,000005
06354.4,000008
06354.7,000035
06355.0,000046
06355.3,000007
06355.6,000009
06355.9,000024
06356.2,000007
06356.5,000005
06356.8,000000
06357.1,000003
06357.4,000003
06357.7,000002
06358.0,000001
06358.3,000002
06358.6,000009
06358.9,000003
06359.2,000003
06359.5,000002
06359.8,000000
06360.1,000002
06360.4,000002
06360.7,000003
06361.0,000000
06361.3,000002
06361.6,000000
06361.9,000001
06362.2,000000
06362.5,000002
06362.8,000000
06363.1,000000
06363.4,000000
06363.7,000000
06364.0,000000
06364.3,000000
06364.6,000000
06364.9,000000
06365.2,000003
06365.5,000001
06365.8,000000
06366.1,000000
06366.4,000001
06366.7,000001
06367.0,000000
06367.3,000001
06367.6,000001
06367.9,000000
06368.2,000002
06368.5,000000
06368.8,000001
06369.1,000000
06369.4,000002
06369.7,000000
06370.0,000001
06370.3,000001
06370.6,000000
06370.9,000001
06371.2,000000
06371.5,000000
06371.8,000001
06372.1,000001
06372.4,000000
06372.7,000000
06373.0,000000
06373.3,000001
06373.6,000000
06373.9,000000
06374.2,000000
06374.5,000000
06374.8,000001
06375.1,000000
06375.4,000000
06375.7,000000
06376.0,000000
06376.3,000000
06376.6,000000
06376.9,000000
06377.2,000001
06377.5,000000
06377.8,000000
06378.1,000000
06378.4,000001
06378.7,000000
06379.0,000000
06379.3,000001
06379.6,000000
06379.9,000001
